voltage,frequency,load,generation,stress,label
0.9078,49.0537,1.8942,0.4019,0.72,1
0.8876,49.3315,0.5508,0.0773,0.7522,4
0.8717,49.0149,0.822,0.1294,0.7096,4
0.9329,49.5767,1.9629,0.3072,0.8552,1
0.9523,49.7255,0.9608,0.109,0.4769,4
0.9091,49.1034,1.4903,0.4741,0.7201,1
0.9792,49.1845,0.7437,0.7076,0.5201,3
0.8711,49.4308,0.9209,0.2218,0.5454,2
0.8822,49.5579,1.5863,0.3942,0.9965,1
1.0076,50.9072,0.3955,0.355,0.7616,3
0.8711,49.682,0.9783,0.0729,0.459,4
0.9888,49.9192,0.2318,0.8731,0.1345,0
0.9938,50.1359,0.6214,0.4416,0.0856,0
0.962,49.4176,0.8974,0.1425,0.8692,4
0.8546,49.2812,0.9199,0.332,0.6254,2
0.9385,49.6447,0.8464,0.1403,0.5481,4
0.9805,50.188,0.4197,0.4526,0.0884,0
0.994,48.1468,0.682,0.4849,0.5109,3
0.8967,50.0433,0.7541,0.3147,0.8285,2
1.0087,50.1621,0.2174,0.7437,0.1198,0
1.0114,50.1155,0.3198,0.6316,0.0464,0
0.8993,49.8167,0.8744,0.1709,0.677,2
1.0246,49.9572,0.689,0.4533,0.0135,0
0.9038,49.6016,1.4961,0.3755,0.7269,1
1.0247,50.8041,0.8456,0.495,0.7316,3
0.8789,49.9891,1.0742,0.3473,0.7794,2
0.858,49.3367,0.8375,0.0822,0.597,4
1.0157,50.0565,0.2919,0.566,0.0962,0
0.994,50.0513,0.3569,0.3493,0.0237,0
0.9356,49.6141,0.7895,0.0195,0.7173,4
1.0251,51.3219,0.8146,0.3564,0.7094,3
0.8879,49.3788,0.7901,0.1546,0.8506,2
0.8769,49.7585,0.9539,0.0971,0.732,4
1.0284,49.8793,0.5506,0.4013,0.0602,0
1.002,51.9454,0.4191,0.5403,0.4064,3
0.9022,49.736,0.6722,0.101,0.5033,4
0.8952,49.6034,1.8693,0.3152,0.7977,1
0.9145,49.1446,1.5293,0.5296,0.8907,1
0.9135,49.286,1.4876,0.3161,0.7047,1
0.9041,49.1987,0.7497,0.0971,0.4886,4
0.946,51.6009,0.7808,0.628,0.7188,3
0.8807,49.0762,0.4353,0.0499,0.5557,4
0.9096,50.0454,1.177,0.2795,0.7993,2
0.9703,50.0018,0.3905,0.8865,0.1007,0
0.9574,49.3917,1.7483,0.3041,0.8015,1
0.8966,49.3187,0.7221,0.2591,0.5567,2
0.9888,50.1914,0.4496,0.884,0.0422,0
0.9019,49.4546,1.1139,0.2839,0.8046,2
0.8569,49.5922,0.6155,0.3211,0.6965,2
0.9245,49.646,1.782,0.376,0.6756,1
0.9838,49.8143,0.3301,0.7236,0.0655,0
0.9349,51.6217,0.6396,0.4958,0.7806,3
0.8899,49.0655,1.9209,0.2723,0.6673,1
0.9487,49.4506,0.7979,0.0319,0.8991,4
1.0016,50.0283,0.4082,0.3461,0.1152,0
1.0232,49.8104,0.5407,0.7084,0.0591,0
0.9615,49.0849,0.5941,0.0043,0.6571,4
0.9845,48.7725,0.3041,0.7819,0.6953,3
0.969,48.9546,0.9702,0.5415,0.4951,3
1.0181,49.9132,0.5991,0.7463,0.0821,0
0.8958,49.3191,0.5068,0.1448,0.8395,4
0.9712,49.8833,0.3943,0.5414,0.0971,0
0.8896,49.3436,1.6594,0.5225,0.724,1
0.8658,49.5324,0.8992,0.0769,0.6703,4
0.9872,48.55,0.8295,0.6866,0.6762,3
1.0057,51.3673,0.9813,0.6059,0.6914,3
0.9545,49.3691,1.7883,0.2336,0.7873,1
1.0244,49.991,0.2743,0.3767,0.1354,0
0.9218,49.2068,1.4286,0.2306,0.618,1
1.0006,49.9652,0.4323,0.7322,0.1219,0
0.828,49.2736,0.8524,0.1342,0.7646,2
0.9429,49.59,1.4272,0.3665,0.8818,1
0.8646,49.6095,0.9692,0.2871,0.606,2
0.8969,49.0548,1.9893,0.3037,0.8694,1
0.9941,50.8517,0.4202,0.4863,0.7113,3
0.9371,49.2422,0.8879,0.0925,0.7608,4
1.0266,50.8756,0.4336,0.6896,0.7132,3
0.9487,49.1465,1.7892,0.4599,0.7743,1
0.8729,49.2407,0.6781,0.0711,0.4598,4
0.9522,49.5171,1.6672,0.394,0.6079,1
1.0002,51.4403,0.8837,0.2306,0.4035,3
1.0475,48.9582,0.7171,0.5326,0.5308,3
0.978,48.942,0.9547,0.743,0.7904,3
0.9371,49.3698,1.6532,0.3263,0.6254,1
1.0367,51.5095,0.7523,0.469,0.5963,3
0.903,49.1345,1.6063,0.2928,0.6879,1
0.9014,49.9681,1.0006,0.2405,0.8533,2
1.0452,48.875,0.8142,0.6776,0.7599,3
0.9297,49.1977,1.8496,0.4668,0.6516,1
0.8925,49.3445,1.8761,0.5772,0.7975,1
0.8968,49.0329,1.4109,0.5524,0.7428,1
0.894,49.6016,1.7021,0.5227,0.7351,1
1.0071,49.8483,0.312,0.4547,0.051,0
0.8846,49.8931,0.8899,0.3689,0.8414,2
0.9225,49.0833,0.4303,0.1419,0.8095,4
1.0285,50.1127,0.5048,0.815,0.0153,0
0.855,49.0843,0.778,0.1306,0.8599,4
0.9383,49.4957,1.8572,0.3994,0.9482,1
0.9318,49.2342,1.4827,0.5394,0.7756,1
1.0223,51.7853,0.6316,0.3721,0.4771,3
0.841,49.8794,0.7525,0.2995,0.5606,2
0.9006,49.1825,0.8811,0.062,0.6342,4
1.0442,48.8869,0.9606,0.4655,0.7466,3
0.9632,49.0678,0.5889,0.1473,0.5239,4
0.9936,49.8148,0.6613,0.3906,0.0862,0
0.9667,49.3354,0.9315,0.1051,0.8431,4
0.9,49.2071,0.6958,0.2583,0.8682,2
0.9835,51.4078,0.8518,0.5912,0.7139,3
1.023,48.1096,0.6762,0.434,0.7235,3
0.9216,49.3786,1.5282,0.4047,0.7249,1
0.8833,49.344,0.5195,0.339,0.737,2
0.9466,49.2128,1.6536,0.4021,0.8928,1
0.8286,49.6567,0.5867,0.327,0.8765,2
0.9658,48.5891,0.9881,0.6832,0.8451,3
0.9358,49.75,0.7993,0.1267,0.5552,4
0.8313,49.9063,1.0004,0.3017,0.7857,2
0.9385,49.0842,0.7099,0.0289,0.8003,4
0.9418,49.077,0.3574,0.2373,0.7998,3
0.9558,51.5799,0.5819,0.5354,0.7505,3
0.8643,49.7728,1.1976,0.3067,0.8791,2
1.0289,50.8653,0.7978,0.2776,0.717,3
0.8642,49.1701,0.684,0.112,0.8748,4
0.9014,49.3069,1.0966,0.1331,0.6478,2
0.8044,49.338,0.76,0.3973,0.6213,2
0.9334,51.7189,0.5952,0.7621,0.5373,3
0.8237,49.9372,0.8422,0.1367,0.6395,2
0.9951,50.0292,0.4829,0.8402,0.1172,0
1.0301,48.1727,0.397,0.5819,0.7428,3
0.9479,48.1161,0.7373,0.5742,0.5743,3
0.9707,51.5716,0.6102,0.3664,0.4398,3
0.9366,49.4004,1.8777,0.483,0.8244,1
1.0086,49.8341,0.6776,0.6251,0.1136,0
0.9126,49.6004,0.7016,0.0028,0.7462,4
0.8716,49.0152,0.8721,0.0368,0.7675,4
0.9033,49.6455,0.7641,0.0603,0.4702,4
0.9904,49.8722,0.212,0.6167,0.0573,0
0.9769,49.8397,0.2841,0.3864,0.0383,0
0.9793,50.1809,0.5393,0.3353,0.1442,0
0.8822,49.041,1.634,0.328,0.7651,1
0.8284,50.0474,1.1297,0.1156,0.5958,2
0.9203,49.3944,0.8514,0.0578,0.5018,4
0.9891,50.0212,0.2327,0.3173,0.095,0
0.9861,50.1854,0.5375,0.4478,0.0832,0
0.9044,49.2847,1.4503,0.4543,0.6814,1
0.9099,49.6897,1.8692,0.415,0.7695,1
0.9042,49.0008,0.6788,0.1244,0.5802,4
0.88,49.6535,1.6893,0.4391,0.9358,1
1.0499,48.2766,0.8885,0.3688,0.4726,3
0.9176,49.2405,0.6372,0.0184,0.5128,4
0.9699,49.7026,0.5265,0.0757,0.8109,4
0.8699,50.0817,0.9954,0.1819,0.7649,2
0.8376,49.6138,0.9197,0.1048,0.7767,2
1.0065,49.8017,0.2048,0.4041,0.0834,0
1.0215,49.0235,0.7544,0.2465,0.4139,3
1.0107,51.7566,0.8792,0.4148,0.4797,3
0.9775,49.9482,0.2965,0.3056,0.1115,0
0.8749,49.8383,0.6341,0.3449,0.7501,2
0.8987,49.3457,1.6178,0.3123,0.9618,1
0.8751,49.1569,0.8927,0.0594,0.8415,4
0.91,49.1364,0.5163,0.1108,0.7525,4
0.9178,49.0523,0.4769,0.0098,0.5668,4
0.9527,49.7048,0.8373,0.0411,0.8315,4
1.0295,50.0772,0.4665,0.4518,0.084,0
0.9302,51.575,0.755,0.7123,0.5453,3
0.9629,48.6066,0.553,0.6554,0.7977,3
0.8838,49.6429,1.7194,0.3265,0.7567,1
0.809,49.7146,0.5178,0.3212,0.8912,2
1.0449,48.2559,0.5305,0.2377,0.6814,3
0.9988,50.1232,0.4963,0.6758,0.0501,0
0.8272,49.6262,1.1712,0.3498,0.8287,2
0.9453,49.7548,0.8654,0.0929,0.7938,4
0.9995,50.7789,0.3233,0.388,0.7815,3
1.017,49.8248,0.6012,0.3329,0.0916,0
0.9379,48.727,0.5064,0.4289,0.4431,3
0.958,48.8576,0.3074,0.4304,0.7578,3
0.9243,49.2717,0.9626,0.1174,0.6543,4
0.8647,49.2972,0.5086,0.314,0.7372,2
0.9523,49.0882,1.7053,0.3422,0.7926,1
0.9034,49.1945,0.8782,0.0091,0.5903,4
0.9916,48.4651,0.7086,0.5247,0.4655,3
0.967,51.1795,0.3057,0.5519,0.7052,3
0.9842,50.1277,0.4797,0.3328,0.0516,0
0.9312,49.1409,1.441,0.2757,0.7903,1
1.002,51.4519,0.9741,0.5697,0.5884,3
0.8884,49.6133,1.9463,0.3984,0.968,1
0.9355,49.3266,1.5279,0.3923,0.9073,1
0.8888,49.5383,0.7802,0.3478,0.5027,2
0.9744,49.812,0.2576,0.4743,0.0292,0
0.9595,49.2879,0.9852,0.0299,0.5778,4
0.9508,49.5032,1.6039,0.4218,0.6714,1
0.9806,49.9047,0.2506,0.7989,0.0206,0
0.9903,49.8841,0.4281,0.5218,0.0559,0
0.9553,49.684,1.9986,0.5527,0.9514,1
0.9771,50.1531,0.2654,0.4138,0.0799,0
0.835,49.5866,0.9453,0.3763,0.8052,2
0.8727,49.4284,0.8738,0.0492,0.474,4
0.896,49.9664,1.1779,0.3658,0.5837,2
1.0171,50.1164,0.5074,0.4005,0.0582,0
0.8949,49.4151,0.5074,0.1069,0.6865,4
1.0159,51.0488,0.5807,0.7527,0.6628,3
0.9824,50.158,0.426,0.4406,0.0328,0
1.0366,49.2161,0.5619,0.5303,0.4604,3
0.9877,50.0075,0.3151,0.3247,0.0768,0
0.8469,49.6208,0.7863,0.3414,0.6268,2
0.933,51.0453,0.3531,0.7409,0.5325,3
0.9115,49.5149,0.8715,0.139,0.4943,4
0.9916,50.0184,0.3669,0.7051,0.0375,0
0.821,49.7436,0.5965,0.3565,0.7865,2
0.9595,49.0068,0.5797,0.1233,0.8024,4
1.0435,48.9851,0.3083,0.5925,0.8452,3
0.9492,49.1593,1.834,0.284,0.6935,1
0.9443,49.6061,0.8335,0.0692,0.8064,4
0.893,49.5859,1.1594,0.2253,0.6755,2
0.8536,49.1112,0.9243,0.0458,0.782,4
1.0272,48.4418,0.5934,0.6115,0.5815,3
0.886,49.4696,0.7405,0.0048,0.5126,4
0.8625,49.9192,1.1396,0.2722,0.6564,2
0.9545,51.3948,0.4318,0.2652,0.6563,3
1.0067,50.9229,0.7724,0.3066,0.7719,3
0.9086,49.1494,0.4417,0.1444,0.5777,4
0.9033,49.3671,1.6728,0.3475,0.6044,1
0.8946,49.5698,0.6099,0.1332,0.7146,2
1.0192,51.8747,0.4445,0.7223,0.5394,3
0.9491,48.4034,0.4421,0.6301,0.6065,3
0.8806,49.0999,1.4384,0.3597,0.923,1
0.8895,49.4554,0.6946,0.0694,0.4676,4
0.9873,50.1524,0.4282,0.7202,0.1067,0
0.843,49.9411,1.0949,0.2245,0.5718,2
0.938,49.3663,0.9465,0.0275,0.7059,4
1.0138,51.8512,0.4106,0.7295,0.642,3
1.0119,50.089,0.3086,0.5961,0.1489,0
0.8645,49.295,0.8532,0.0757,0.8008,4
0.9841,51.3579,0.6235,0.2439,0.7125,3
0.9757,49.1125,0.5777,0.2064,0.4516,3
0.9062,49.5241,1.6909,0.2273,0.8194,1
0.9371,49.3064,1.6825,0.3117,0.6645,1
1.0064,49.8709,0.2621,0.7449,0.0253,0
1.0106,49.8614,0.379,0.43,0.0052,0
0.8759,49.5574,0.9019,0.1217,0.7385,4
0.9934,49.9233,0.2262,0.3028,0.1159,0
0.9543,49.2623,1.5431,0.2366,0.7687,1
0.9902,49.8769,0.5345,0.4323,0.1323,0
0.9379,49.0308,1.7075,0.5262,0.7291,1
0.93,49.654,1.637,0.3712,0.693,1
0.9914,49.8694,0.4011,0.4897,0.0584,0
0.9564,48.362,0.7367,0.2264,0.7985,3
0.9662,49.278,0.3713,0.5217,0.8457,3
0.8706,49.7672,0.7599,0.1472,0.7633,4
0.9066,49.4447,1.9304,0.3272,0.9406,1
0.9381,51.8857,0.6142,0.5066,0.7338,3
0.9205,49.7907,0.5396,0.0925,0.8536,4
0.826,49.5856,0.6705,0.1238,0.555,2
0.9656,50.9657,0.3265,0.754,0.6691,3
1.0187,51.0616,0.7505,0.6563,0.6344,3
1.0078,50.7308,0.8929,0.3988,0.509,3
0.8565,49.7341,0.993,0.1202,0.7633,4
0.9286,49.267,1.593,0.3769,0.6024,1
0.9384,51.5247,0.3991,0.3225,0.4413,3
0.9159,49.6362,0.5226,0.0761,0.6418,4
0.9674,48.3184,0.4235,0.3494,0.5284,3
1.0461,51.8212,0.6368,0.7706,0.5618,3
0.9501,51.3569,0.8144,0.6562,0.7688,3
0.9324,51.8103,0.8312,0.7529,0.6678,3
0.9242,49.123,1.6283,0.3223,0.7133,1
0.9227,49.0576,0.482,0.0704,0.5196,4
0.8803,49.6032,1.8382,0.3497,0.7618,1
1.0428,48.4851,0.6427,0.5846,0.6647,3
1.0362,48.1618,0.9525,0.2974,0.7433,3
0.8848,49.8764,0.744,0.3127,0.754,2
0.8766,49.7858,1.1486,0.3207,0.5969,2
1.0253,49.9446,0.5533,0.317,0.0999,0
0.9009,49.3188,1.8086,0.3017,0.8409,1
0.881,49.5397,1.7866,0.5668,0.7591,1
0.9669,49.0643,0.946,0.1314,0.5246,4
0.9603,51.958,0.7609,0.4297,0.5386,3
1.0203,49.1302,0.3765,0.5436,0.7589,3
0.9015,49.1467,1.849,0.4796,0.6026,1
0.9453,49.0011,1.4419,0.4785,0.81,1
0.8806,49.3536,0.7623,0.3112,0.5792,2
0.9202,49.0772,1.7403,0.285,0.6804,1
0.9447,49.1343,1.9898,0.5486,0.7763,1
0.8631,49.5091,0.4479,0.0129,0.5061,4
0.9905,50.0343,0.4389,0.7037,0.0151,0
0.986,50.1821,0.5327,0.7735,0.0063,0
0.9218,49.0051,1.7618,0.5948,0.9045,1
0.9868,51.2583,0.5595,0.7341,0.8498,3
0.9553,49.4656,1.6271,0.2229,0.7424,1
0.8887,49.2028,1.1094,0.2205,0.8342,2
0.8821,49.086,1.7184,0.5804,0.9006,1
0.9095,49.4328,1.7953,0.3901,0.7653,1
0.8803,49.4467,1.9652,0.3289,0.8535,1
1.0282,50.0943,0.539,0.4401,0.0727,0
0.9453,49.2787,0.9635,0.1412,0.6643,4
1.0141,49.9175,0.2975,0.3859,0.078,0
0.9442,49.5733,0.419,0.0747,0.4892,4
0.9685,49.3734,0.9378,0.1433,0.667,4
0.8789,49.1693,0.852,0.099,0.4902,4
1.0492,51.9077,0.5286,0.4301,0.5262,3
0.8733,50.0564,0.9694,0.2996,0.8691,2
0.9409,49.1335,0.9522,0.6598,0.6703,3
0.8415,49.8457,1.0152,0.2145,0.7568,2
0.9659,49.3496,0.54,0.0389,0.5809,4
0.9753,50.0962,0.6686,0.7468,0.0174,0
0.814,49.482,0.7661,0.3211,0.6243,2
0.9143,49.6777,0.9879,0.0479,0.6143,4
0.9216,49.4211,1.5333,0.3581,0.8153,1
0.9679,48.3859,0.4532,0.608,0.4663,3
0.816,49.7988,1.0609,0.3109,0.7396,2
0.8553,49.8197,0.6914,0.3543,0.7296,2
0.9196,49.4929,1.626,0.5925,0.7333,1
0.9478,49.6541,1.535,0.4943,0.9693,1
0.9485,49.5092,1.5795,0.526,0.965,1
0.9593,49.3836,1.6024,0.4712,0.9961,1
0.9769,48.368,0.7875,0.3171,0.7853,3
0.9417,51.7287,0.9061,0.2325,0.8206,3
0.8503,49.3473,0.5963,0.3088,0.6164,2
0.8968,49.5631,1.5174,0.4605,0.7449,1
0.8622,49.6284,0.9151,0.0565,0.8922,4
0.9541,49.0672,1.9845,0.2719,0.621,1
0.928,49.4747,0.9818,0.094,0.6318,4
0.9771,49.9587,0.3513,0.6577,0.0259,0
1.0231,48.872,0.3627,0.4782,0.7682,3
0.963,48.4775,0.384,0.2496,0.6201,3
0.877,49.4695,0.9924,0.0719,0.7622,4
1.0177,49.8724,0.4421,0.6868,0.065,0
0.865,49.2602,0.8283,0.1293,0.6919,4
1.0275,51.4229,0.6755,0.6873,0.6199,3
0.9505,49.4312,0.8913,0.0978,0.7891,4
0.9573,49.6283,1.5084,0.4396,0.672,1
0.9037,49.2514,0.4235,0.0863,0.7437,4
1.0037,50.1406,0.2175,0.888,0.0759,0
0.9063,49.3544,1.184,0.2974,0.5993,2
1.0268,50.0078,0.5914,0.6955,0.0667,0
0.9089,49.2503,0.9465,0.1495,0.7228,4
0.8752,49.0792,0.8919,0.0356,0.5346,4
0.8942,49.3937,0.5939,0.2656,0.7367,2
0.8141,49.7601,0.5521,0.1765,0.6527,2
0.912,49.0583,1.5525,0.3701,0.8778,1
0.8745,49.5037,0.5616,0.095,0.7405,4
0.862,49.783,0.858,0.1492,0.8286,2
0.9092,49.5903,0.5181,0.2811,0.531,2
1.0019,50.0736,0.4034,0.4976,0.0133,0
0.8856,49.3317,1.0587,0.1821,0.5392,2
0.9103,49.0735,1.9554,0.2703,0.8913,1
0.8648,49.9261,0.5669,0.2047,0.7289,2
0.8607,49.7467,1.1276,0.1512,0.8786,2
0.9517,48.8812,0.8521,0.531,0.7969,3
0.9872,50.7123,0.6595,0.2933,0.4569,3
0.9981,51.894,0.7474,0.4221,0.7499,3
0.9002,49.3662,0.6634,0.0531,0.6609,4
0.8303,49.585,1.1592,0.3644,0.8256,2
0.8699,49.2782,0.714,0.3312,0.8381,2
0.9746,49.896,0.2468,0.6452,0.0127,0
0.861,49.6436,1.112,0.3886,0.6696,2
0.9619,49.1091,0.6987,0.1028,0.7545,4
0.9337,49.3244,0.7698,0.1366,0.7857,4
1.0143,48.3175,0.8173,0.7705,0.7705,3
0.9321,49.0339,0.6692,0.0253,0.8686,4
0.9585,49.1399,0.6202,0.02,0.609,4
0.9954,49.9516,0.3866,0.3679,0.1371,0
0.9465,49.5955,1.9147,0.316,0.7932,1
0.8234,49.8642,0.8982,0.1652,0.6219,2
0.9491,49.0283,0.6778,0.0927,0.6697,4
0.8006,49.6143,0.7088,0.1321,0.6399,2
0.9122,49.0062,1.6585,0.279,0.8116,1
0.9129,49.6392,1.4041,0.5078,0.7001,1
0.9774,51.2568,0.4275,0.6869,0.4489,3
1.0088,50.8818,0.823,0.2035,0.7976,3
0.8889,49.1994,1.4802,0.3684,0.7325,1
0.9796,49.8796,0.4396,0.6991,0.0399,0
0.9887,51.5863,0.3892,0.6507,0.7512,3
0.9902,49.096,0.5722,0.2658,0.4485,3
0.9776,49.9376,0.2068,0.7107,0.0078,0
0.8473,49.7374,0.5056,0.2441,0.6129,2
1.0157,49.8991,0.2762,0.6067,0.0374,0
1.0219,50.1977,0.3237,0.7924,0.0298,0
1.0121,50.0009,0.2906,0.8955,0.0887,0
0.8984,49.0926,1.423,0.5962,0.9716,1
0.9321,51.8237,0.5662,0.515,0.7151,3
0.8977,49.2983,1.4368,0.3708,0.6207,1
0.9862,49.9122,0.3755,0.5508,0.048,0
0.9809,49.8002,0.5302,0.493,0.0428,0
0.8999,49.2907,0.6294,0.3845,0.6454,2
0.8123,49.8021,0.9781,0.3311,0.5521,2
0.8815,49.5252,1.0452,0.2587,0.6486,2
0.8231,49.5456,1.121,0.1391,0.797,2
0.9725,50.1873,0.642,0.7904,0.0289,0
1.0411,51.4106,0.54,0.6352,0.8453,3
0.9227,49.1076,1.4767,0.3673,0.8846,1
0.967,49.7159,0.6691,0.1076,0.8599,4
0.999,50.0095,0.6762,0.7745,0.025,0
0.8766,49.316,0.5318,0.2699,0.8178,2
0.9393,49.2782,1.8108,0.5481,0.9886,1
0.915,49.3565,1.7375,0.3561,0.8429,1
0.8947,49.112,1.5307,0.4787,0.9517,1
0.9047,49.5662,0.715,0.0455,0.5492,4
0.8607,49.354,0.5319,0.1715,0.5156,2
0.9554,49.1944,1.4798,0.5494,0.6206,1
0.9592,49.147,1.4697,0.4595,0.8531,1
0.8357,50.0518,1.1188,0.1792,0.5534,2
0.8854,49.7882,0.7756,0.0016,0.61,4
0.8194,50.0744,0.8762,0.3936,0.8113,2
0.8628,49.5966,0.6292,0.0981,0.8415,4
0.9161,49.6535,0.5324,0.0403,0.7117,4
0.9487,51.6442,0.558,0.7413,0.4422,3
0.9168,49.5709,1.5057,0.4279,0.9773,1
0.9318,49.0147,1.4978,0.2711,0.7577,1
0.8725,49.1148,0.6558,0.0683,0.7403,4
0.942,48.9448,0.8656,0.562,0.57,3
0.9766,49.8054,0.6153,0.8608,0.0198,0
0.9861,50.1754,0.4998,0.7754,0.0014,0
1.0025,50.1273,0.6264,0.351,0.0209,0
0.9571,49.6524,0.5844,0.0718,0.5597,4
0.933,49.502,0.4738,0.1237,0.4963,4
0.8113,49.9978,0.7907,0.1004,0.5897,2
0.9142,49.1032,1.7932,0.2904,0.9516,1
1.0124,49.1721,0.6443,0.7945,0.501,3
0.8393,49.7541,0.5828,0.377,0.8679,2
1.0063,49.8712,0.4652,0.6598,0.1019,0
0.9514,49.481,1.7749,0.3148,0.9502,1
0.9008,49.7956,1.153,0.3432,0.7845,2
1.0173,50.1447,0.689,0.7667,0.022,0
0.9112,49.5049,1.8713,0.3914,0.6269,1
0.9013,49.5814,0.4868,0.0485,0.5074,4
0.9723,51.3257,0.981,0.561,0.6865,3
0.9442,49.4578,1.5475,0.3675,0.7988,1
0.9091,49.429,0.5381,0.0125,0.7717,4
0.9193,49.5548,0.849,0.1055,0.5558,4
0.9822,50.1402,0.3812,0.5844,0.02,0
0.9736,49.9397,0.6244,0.8201,0.1229,0
0.8506,49.9517,0.8861,0.3794,0.6684,2
0.9462,49.0391,1.4827,0.5848,0.8816,1
1.018,48.5521,0.3379,0.2636,0.6617,3
1.0305,48.0392,0.5557,0.2474,0.4347,3
0.9497,49.3332,0.8593,0.0705,0.5131,4
0.9338,49.2396,0.6469,0.0506,0.8016,4
0.9872,49.8624,0.6406,0.3193,0.1127,0
0.8692,49.3171,0.6542,0.1422,0.6544,4
0.9011,49.6517,0.9965,0.2271,0.5627,2
1.0013,50.1912,0.2626,0.4271,0.0929,0
0.9114,49.5758,1.9856,0.442,0.6309,1
0.9873,48.5266,0.5663,0.2328,0.5672,3
0.9534,50.8012,0.7222,0.708,0.4126,3
0.8179,49.2958,0.6483,0.1033,0.8639,2
0.9241,49.4469,1.4194,0.3077,0.9907,1
0.8554,49.7892,0.6903,0.0072,0.4919,4
0.8009,49.521,0.6977,0.2194,0.578,2
